tcpID,only_chapter,verse,corrupted_book,corrupted_ch_only,corrupted_v_only,all_corrupt,corrupt_ratio,total
A60146,0,25,0,0,2,0,0.07407407407407407,27
A19490,29,97,2,2,6,0,0.07352941176470588,136
A97297,9,54,0,1,3,1,0.07352941176470588,68
A07233,17,46,0,2,3,0,0.07352941176470588,68
A03302,4,173,0,1,10,3,0.07329842931937172,191
A06932,1179,51,13,75,8,1,0.07309721175584025,1327
A27493,4,47,0,0,2,2,0.07272727272727272,55
A39663,14,101,0,7,2,0,0.07258064516129033,124
A89577,14,114,1,3,5,1,0.07246376811594203,138
A10501,5,72,0,1,4,1,0.07228915662650602,83
A46744,1,103,0,0,8,0,0.07142857142857142,112
A23771,4,48,0,2,2,0,0.07142857142857142,56
A05404,34,5,0,2,1,0,0.07142857142857142,42
A09001,1,25,1,0,1,0,0.07142857142857142,28
A58905,9,4,0,1,0,0,0.07142857142857142,14
A40431,0,13,0,1,0,0,0.07142857142857142,14
A40683,2,11,0,0,1,0,0.07142857142857142,14
A75990,1,12,0,0,1,0,0.07142857142857142,14
A02784,3,102,6,0,2,0,0.07079646017699115,113
A89583,6,47,1,0,3,0,0.07017543859649122,57
B12340,6,154,2,1,9,0,0.06976744186046512,172
B22909,42,38,0,4,2,0,0.06976744186046512,86
A89195,13,362,8,0,18,2,0.06947890818858561,403
A95937,4,50,1,1,2,0,0.06896551724137931,58
A63676,8,19,0,0,2,0,0.06896551724137931,29
A92859,3,24,0,0,2,0,0.06896551724137931,29
A64811,3,24,0,0,2,0,0.06896551724137931,29
A64833,3,24,0,0,2,0,0.06896551724137931,29
A09910,12,15,0,2,0,0,0.06896551724137931,29
A16857,3,24,0,1,1,0,0.06896551724137931,29
A96871,10,85,1,0,6,0,0.06862745098039216,102
A19272,16,405,7,0,24,0,0.06858407079646017,452
A04221,14,217,1,3,10,3,0.06854838709677419,248
A50479,1,40,1,0,2,0,0.06818181818181818,44
A65069,2,39,0,0,3,0,0.06818181818181818,44
A65297,3,52,0,0,4,0,0.06779661016949153,59
A86325,1,54,0,0,4,0,0.06779661016949153,59
A21104,4,65,1,0,4,0,0.06756756756756757,74
A15797,13,113,4,1,3,1,0.06666666666666667,135
A94066,3,123,0,2,6,1,0.06666666666666667,135
A03582,4,94,2,0,5,0,0.06666666666666667,105
A14711,77,7,0,5,1,0,0.06666666666666667,90
A03795,1,83,0,0,4,2,0.06666666666666667,90
A66424,0,56,0,1,2,1,0.06666666666666667,60
A34789,9,33,0,1,2,0,0.06666666666666667,45
A87561,5,37,0,1,2,0,0.06666666666666667,45
A46727,1,27,1,0,1,0,0.06666666666666667,30
A77288,6,8,0,0,1,0,0.06666666666666667,15
A57650,3,11,0,0,1,0,0.06666666666666667,15
A49584,1,13,0,0,1,0,0.06666666666666667,15
A28911,0,14,0,0,1,0,0.06666666666666667,15
A95867,2,12,0,0,1,0,0.06666666666666667,15
A59597,1,13,1,0,0,0,0.06666666666666667,15
A12177,4,10,0,0,1,0,0.06666666666666667,15
A10320,4,10,0,0,1,0,0.06666666666666667,15
A65295,0,14,0,0,1,0,0.06666666666666667,15
A47294,1,13,0,0,1,0,0.06666666666666667,15
A03927,96,564,5,21,21,0,0.06647807637906648,707
A10513,69,465,4,7,24,3,0.06643356643356643,572
A77497,35,289,3,0,19,1,0.06628242074927954,347
A88578,7,120,6,0,2,1,0.0661764705882353,136
A36312,0,170,3,1,8,0,0.06593406593406594,182
A12167,126,399,3,9,25,0,0.06583629893238434,562
A10556,6,65,1,1,3,0,0.06578947368421052,76
A94139,22,49,1,2,1,1,0.06578947368421052,76
A45548,55,889,9,3,45,9,0.06534653465346535,1010
A17690,13,445,7,2,22,1,0.0653061224489796,490
A04831,5,38,0,0,3,0,0.06521739130434782,46
A17411,10,33,0,0,3,0,0.06521739130434782,46
A62099,11,190,3,0,11,0,0.06511627906976744,215
A92778,1,186,1,0,11,1,0.065,200
A05952,4,68,1,0,4,0,0.06493506493506493,77
A42495,5,125,0,2,7,0,0.06474820143884892,139
A08552,23,122,0,6,4,0,0.06451612903225806,155
A14745,7,22,0,1,1,0,0.06451612903225806,31
B12473,22,168,0,2,9,2,0.06403940886699508,203
A03549,811,54,16,39,4,0,0.06385281385281386,924
A45802,5,39,0,1,2,0,0.06382978723404255,47
A86360,0,44,0,2,1,0,0.06382978723404255,47
A57375,8,419,0,0,25,4,0.06359649122807018,456
A90296,12,150,0,4,6,1,0.06358381502890173,173
A19717,5,143,3,1,6,0,0.06329113924050633,158
A77017,6,68,0,0,5,0,0.06329113924050633,79
A00463,7,67,0,0,5,0,0.06329113924050633,79
A03267,15,90,1,1,5,0,0.0625,112
A10380,4,56,0,0,4,0,0.0625,64
A03907,2,43,1,0,2,0,0.0625,48
A05349,6,39,0,1,2,0,0.0625,48
A92849,0,30,0,0,2,0,0.0625,32
A67417,1,29,0,2,0,0,0.0625,32
A77297,0,30,0,0,2,0,0.0625,32
A71286,5,10,0,0,1,0,0.0625,16
A19174,5,10,0,0,1,0,0.0625,16
A12977,1,14,0,1,0,0,0.0625,16
A77363,6,9,0,1,0,0,0.0625,16
A85486,11,4,0,1,0,0,0.0625,16
A32041,0,15,1,0,0,0,0.0625,16
A47330,2,13,0,0,1,0,0.0625,16
A10033,2,164,1,0,6,4,0.062146892655367235,177
A70011,20,403,16,2,10,0,0.06208425720620843,451
B07998,299,216,2,27,5,0,0.061930783242258654,549
A52050,20,71,1,4,1,0,0.061855670103092786,97
A17694,8,68,2,0,3,0,0.06172839506172839,81
A95349,4,164,0,0,8,3,0.061452513966480445,179
A81219,2,90,0,0,5,1,0.061224489795918366,98
A19954,34,181,0,3,11,0,0.0611353711790393,229
A10338,29,433,8,1,18,3,0.06097560975609756,492
A64281,3,105,0,3,4,0,0.06086956521739131,115
A04605,11,82,0,3,2,1,0.06060606060606061,99
A68733,19,12,0,1,1,0,0.06060606060606061,33
A00819,13,18,1,0,1,0,0.06060606060606061,33
A12991,1,46,0,1,1,1,0.06,50
